student_id,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,temperature,humidity,wind_speed,rain,air_quality,rising_time,sleeping_time,mess_duration
60.0,1.0,0.0,0.0,0.0,1.0,0.0,30.779648382745272,67.81822871777311,3.763049289121918,1.0,73.59086773831447,507.0,1322.0,18.572553495068348
113.0,0.0,2.0,1.0,0.0,1.0,1.0,33.195877406537846,68.53997786494901,6.788593857325463,1.0,105.86144946597362,493.0,1373.0,21.42824290986816
169.0,2.0,0.0,1.0,0.0,0.0,1.0,27.746461726008214,48.6957194687947,5.7699773599307935,0.0,125.36779044807804,494.0,1336.0,17.090592609777932
119.0,2.0,2.0,1.0,0.0,1.0,1.0,24.340415862643084,59.228982905858956,5.341151974816644,1.0,97.18202891065299,576.0,1349.0,29.36080929676727
192.0,0.0,2.0,0.0,0.0,0.0,1.0,27.11095312180162,69.77180000813073,5.041980064470023,0.0,97.25456365804368,471.0,1411.0,16.08374468917238
124.0,5.0,2.0,0.0,1.0,0.0,1.0,29.270596618778953,66.06129363099085,3.0557704062504003,0.0,83.06412563863191,460.0,1386.0,27.425763876570677
54.0,1.0,0.0,1.0,0.0,0.0,1.0,26.556840081525,73.89602828146592,4.1447594811201895,1.0,79.45876482128806,572.0,1423.0,20.415256215876383
170.0,6.0,0.0,0.0,1.0,1.0,0.0,33.16140615610471,66.5679733116398,3.564099180625968,1.0,110.30095372612095,472.0,1339.0,49.26365745327361
144.0,0.0,1.0,1.0,0.0,1.0,0.0,26.542303885019955,44.99231606792826,5.165022798109338,1.0,82.88142164341264,350.0,1344.0,25.74916858169799
70.0,0.0,1.0,0.0,0.0,1.0,0.0,30.422722104213964,60.64280019095463,3.922255222070694,0.0,124.20797266273277,346.0,1418.0,24.243820172538854
114.0,6.0,0.0,1.0,1.0,1.0,1.0,29.67841657451662,55.13782714246876,6.592981794259464,1.0,91.32116801979896,528.0,1409.0,21.140904611216225
1.0,1.0,1.0,0.0,0.0,1.0,1.0,34.98390519182446,77.65454240281096,5.404981710960955,1.0,103.67711028819117,488.0,1422.0,22.88948567549417
22.0,6.0,0.0,0.0,1.0,0.0,0.0,27.80777579031104,47.2008026673687,4.762608038793331,1.0,137.4401136094461,338.0,1419.0,28.7371592430342
10.0,6.0,1.0,1.0,1.0,0.0,1.0,26.25665045410545,58.715878534602915,4.534335228745453,1.0,100.03627222389352,303.0,1335.0,33.77967640895826
128.0,6.0,1.0,1.0,1.0,0.0,1.0,24.307869052534027,72.80540761677463,4.384866322228669,0.0,142.22635283232503,400.0,1331.0,32.19663570051717
44.0,1.0,2.0,0.0,0.0,0.0,1.0,29.67450633430946,62.809918677350325,4.377300480179406,0.0,76.88968179821032,389.0,1353.0,32.85055311019427
135.0,2.0,0.0,1.0,0.0,1.0,0.0,31.588306534961408,58.161082622719796,4.909921366819793,0.0,89.88239893531411,548.0,1355.0,22.758685052325372
99.0,2.0,0.0,1.0,0.0,1.0,1.0,27.869616126217547,64.92141033936662,3.472547374165589,0.0,131.05719551678652,516.0,1418.0,12.802410622628614
17.0,0.0,1.0,0.0,0.0,1.0,1.0,28.43043571923867,69.49142987780998,4.760775202130245,1.0,117.07949422135712,532.0,1338.0,18.644797688557286
128.0,5.0,2.0,1.0,1.0,0.0,1.0,28.160715951274867,51.81779316766527,7.092387275685461,0.0,122.47083563383033,352.0,1342.0,45.71602594056944
109.0,0.0,2.0,0.0,0.0,1.0,1.0,30.22741367458118,53.22838288487888,5.975119733417751,0.0,97.05885236995722,445.0,1430.0,27.06465727137812
7.0,3.0,0.0,1.0,0.0,0.0,1.0,28.308826341588077,55.289616943816775,5.232049937357636,0.0,108.91013802562769,444.0,1390.0,7.69121671982139
132.0,0.0,0.0,1.0,0.0,1.0,1.0,23.888772195083583,75.70032280542672,4.697675757923692,1.0,99.90874342019407,425.0,1377.0,19.259722337823426
167.0,6.0,0.0,0.0,1.0,0.0,0.0,32.305018362915014,54.60254640675406,3.5800383670083096,1.0,113.80287983422225,416.0,1325.0,27.993897640570818
160.0,1.0,0.0,0.0,0.0,0.0,0.0,30.208957993556638,69.83504306358465,5.473627387727564,1.0,101.08701155877142,346.0,1424.0,16.490932787362
54.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0986668361971,63.66909417096974,5.209496862632359,1.0,143.79605866435344,307.0,1411.0,10.958508573224243
136.0,3.0,1.0,1.0,0.0,1.0,1.0,27.6052943459054,46.621551761916216,4.676627200996799,0.0,66.79765158887334,444.0,1392.0,24.75211919093025
141.0,3.0,0.0,1.0,0.0,0.0,0.0,28.26928903301279,58.772112508424854,5.64889324125355,0.0,73.59533585958715,585.0,1433.0,29.15729382927177
5.0,2.0,0.0,0.0,0.0,1.0,0.0,29.676045106940823,75.27101259892477,4.384214155232288,0.0,128.72366936155532,582.0,1368.0,19.42730077373691
129.0,2.0,2.0,0.0,0.0,1.0,0.0,33.71344893592038,62.59389308999694,5.302348290331643,0.0,106.39075157737429,322.0,1420.0,30.96639030924693
83.0,4.0,0.0,0.0,0.0,0.0,1.0,28.03041314559355,52.20919770752125,4.127896234596441,0.0,86.5795217769861,587.0,1353.0,10.860534605421435
162.0,1.0,1.0,1.0,0.0,1.0,0.0,29.088406693707217,71.79297184063826,5.067518481410109,1.0,108.27425599904149,554.0,1366.0,31.710442521529576
85.0,6.0,2.0,1.0,1.0,1.0,0.0,28.69904901968446,56.576913613756005,3.2691268962344324,0.0,128.88677583963621,548.0,1357.0,44.33035258021399
106.0,5.0,2.0,0.0,1.0,0.0,0.0,29.68927170029513,58.05329738122521,6.419672977543745,0.0,65.9323512128969,368.0,1353.0,39.722261505516904
194.0,5.0,0.0,0.0,1.0,1.0,0.0,24.542098651410214,69.14605515594084,2.825117497346903,1.0,140.64285051918438,394.0,1394.0,31.83299123048424
195.0,3.0,0.0,1.0,0.0,0.0,0.0,27.180360641017934,50.14273953664456,5.504046515517844,1.0,112.32213308039499,391.0,1361.0,17.35638007250148
149.0,4.0,1.0,1.0,0.0,0.0,0.0,25.69773339230243,58.084671760867074,5.057474003024296,0.0,54.34395019918404,372.0,1345.0,27.572944953452698
107.0,6.0,1.0,0.0,1.0,1.0,0.0,33.61390521772748,61.8150697762731,4.224768206332312,1.0,89.05440327324958,513.0,1333.0,28.85972990438188
78.0,1.0,2.0,1.0,0.0,1.0,0.0,31.200656911221113,52.15488106186697,5.471826991266396,1.0,113.02130113340608,573.0,1357.0,21.96776839871214
28.0,0.0,2.0,1.0,0.0,0.0,0.0,30.61039090760167,44.39494085617329,5.206689463001077,0.0,133.74283270145128,366.0,1424.0,34.408198784747256
111.0,4.0,1.0,1.0,0.0,0.0,1.0,34.56937223180897,65.38910043684659,3.962753845673544,0.0,96.19322643832784,400.0,1325.0,21.12998637047015
109.0,2.0,2.0,1.0,0.0,0.0,0.0,32.51924231369314,56.38577160573023,4.761506632615942,1.0,95.87522082088267,394.0,1343.0,18.610247910947212
131.0,6.0,0.0,0.0,1.0,0.0,1.0,30.52189898750871,69.07871947242428,4.991209443696644,1.0,109.02822397294996,361.0,1376.0,26.42990083094142
173.0,1.0,2.0,1.0,0.0,0.0,1.0,35.34933850612517,66.40582006949151,4.185215872009703,1.0,105.19445003442964,337.0,1356.0,20.478416874477958
100.0,5.0,2.0,0.0,1.0,0.0,0.0,29.554345784978853,55.92539862364735,4.398031321103615,0.0,115.20502189270721,572.0,1328.0,36.38330458774383
94.0,6.0,2.0,0.0,1.0,0.0,0.0,37.301544235207245,63.71145873371309,4.39601481328418,0.0,89.83188090212495,300.0,1359.0,33.79079741647233
72.0,5.0,0.0,0.0,1.0,0.0,0.0,28.53718132778252,55.67441812180379,5.394452142378297,0.0,91.58031038359474,377.0,1345.0,28.629778213844855
146.0,1.0,0.0,1.0,0.0,1.0,0.0,31.824341673655,65.5253315234744,5.295550450979153,0.0,121.03186081343333,442.0,1416.0,15.782275188772648
194.0,0.0,0.0,1.0,0.0,0.0,1.0,30.72604543220339,44.695212568127474,3.1326481736308907,0.0,84.70417226089099,341.0,1383.0,23.52912429668843
38.0,2.0,0.0,0.0,0.0,0.0,0.0,29.90300924722466,68.30335816544246,4.1439161740911326,1.0,113.17410251419508,304.0,1393.0,15.45421191457438
38.0,0.0,1.0,0.0,0.0,0.0,0.0,33.860924891548784,55.553624417543595,4.572592057550525,1.0,88.9470845330599,472.0,1321.0,25.136323524094394
43.0,3.0,1.0,0.0,0.0,0.0,1.0,29.59469907625519,42.212797510957216,6.496044311489183,0.0,116.27377151913302,517.0,1332.0,12.494177758284566
111.0,5.0,1.0,1.0,1.0,1.0,0.0,30.32818438381468,67.25766623898691,5.481009231736714,1.0,104.47768048558262,426.0,1425.0,31.986760973473423
51.0,0.0,1.0,0.0,0.0,1.0,1.0,33.90554750448028,56.70726292944182,4.529718553270556,1.0,150.77382203474974,448.0,1366.0,22.61976333553897
137.0,0.0,0.0,1.0,0.0,1.0,0.0,32.55673946709081,36.7926262602187,4.770120428553613,1.0,112.56280026961339,316.0,1362.0,22.358440525989202
88.0,3.0,1.0,0.0,0.0,0.0,0.0,25.410707090481576,78.48956094945345,6.126565029547757,1.0,101.56817845012154,383.0,1424.0,17.57649214241464
86.0,0.0,1.0,1.0,0.0,0.0,0.0,28.2650582312181,50.8944215526012,4.129135352353671,0.0,67.7607764069983,510.0,1381.0,22.131689965598817
30.0,4.0,0.0,1.0,0.0,1.0,0.0,28.359423176278824,73.88582269040288,2.3406486429506272,1.0,88.72467115753929,431.0,1320.0,5.0
103.0,4.0,2.0,0.0,0.0,1.0,1.0,32.499671632862224,46.73460983890241,4.638109028766996,1.0,98.6082035417398,587.0,1369.0,23.71591486037134
67.0,0.0,2.0,1.0,0.0,0.0,0.0,33.07285974533817,85.71372359688783,5.149005366900324,0.0,89.50959467440452,396.0,1411.0,32.44687280613959
35.0,6.0,1.0,1.0,1.0,1.0,1.0,33.74941595823365,64.20324587184521,4.724190434398008,0.0,78.84937497133315,306.0,1393.0,21.651104139658
47.0,1.0,0.0,0.0,0.0,1.0,0.0,35.29406080278815,52.95656309457241,3.5915387036364406,0.0,123.70420583021779,525.0,1372.0,16.649804032223265
86.0,3.0,2.0,1.0,0.0,1.0,0.0,29.887095892725455,71.03301882016521,5.114227648662039,0.0,103.00603522923755,414.0,1400.0,31.539008844460295
103.0,4.0,0.0,0.0,0.0,1.0,1.0,24.869494822030124,47.11552620242675,5.100817422254052,0.0,119.00356959057135,427.0,1404.0,17.697862032000714
166.0,1.0,0.0,1.0,0.0,0.0,0.0,33.08746691197693,64.72597482413043,5.256029734313875,1.0,119.65381967891028,536.0,1372.0,10.795628843341774
64.0,1.0,1.0,1.0,0.0,1.0,1.0,26.161269099792896,56.51986913703161,5.198558362896292,1.0,95.49988193259249,463.0,1432.0,26.037960852151308
54.0,2.0,2.0,1.0,0.0,0.0,0.0,24.735639478274297,58.76106021259441,3.7680418742539787,1.0,102.90453554258694,500.0,1345.0,19.40321315980679
61.0,0.0,0.0,0.0,0.0,1.0,1.0,28.947404079079384,52.0304856422545,4.9242291727785465,1.0,112.64815478111042,401.0,1417.0,19.86277224813365
101.0,3.0,2.0,1.0,0.0,0.0,0.0,30.652523717080683,79.45871284827683,5.691620680950868,0.0,125.72296910212884,514.0,1420.0,34.16961077274452
89.0,0.0,1.0,1.0,0.0,0.0,0.0,31.37754023768531,68.1848473463854,5.133847654246,1.0,107.1505248767444,475.0,1391.0,22.063652911169108
82.0,1.0,2.0,0.0,0.0,1.0,1.0,28.603649452787838,68.86517412569054,3.5948400776355403,1.0,110.0206668703469,397.0,1322.0,19.787575628864307
108.0,6.0,2.0,0.0,1.0,0.0,1.0,33.83378048771449,74.46977884353733,5.196554776511575,0.0,102.90592479482079,407.0,1385.0,43.567869954111025
170.0,6.0,2.0,1.0,1.0,1.0,0.0,30.246851967826274,70.65480375065351,4.482711549899628,0.0,128.1869488037116,535.0,1376.0,31.97295504407719
158.0,0.0,1.0,0.0,0.0,0.0,0.0,31.703560421313814,77.3772942874446,5.168476159414984,0.0,93.99279023822743,457.0,1433.0,20.976065416698376
190.0,3.0,1.0,0.0,0.0,0.0,1.0,24.19896509667732,47.926041683536255,3.9294219203228327,1.0,113.65246472914292,592.0,1380.0,22.815394369862855
46.0,6.0,2.0,1.0,1.0,0.0,1.0,25.402417974248035,48.772779784377015,5.3824097461840505,1.0,97.01621680482562,362.0,1373.0,31.702932942744987
110.0,4.0,2.0,1.0,0.0,0.0,1.0,28.752397975764644,58.95950243200363,5.515272852986765,0.0,123.88363925102138,476.0,1328.0,23.133003658117154
62.0,1.0,1.0,0.0,0.0,1.0,0.0,26.479289378963625,54.477769557190285,5.6329318177555106,1.0,55.08665602012328,422.0,1411.0,20.608144064536077
195.0,4.0,0.0,0.0,0.0,1.0,1.0,29.792932455011318,58.124213357297485,5.1251546970628885,1.0,104.5929035387596,423.0,1398.0,15.22796082235025
28.0,4.0,0.0,0.0,0.0,0.0,0.0,28.107023610378157,69.07494768417256,5.0358945497677,0.0,126.47749607574426,536.0,1352.0,14.340919289336522
80.0,5.0,2.0,1.0,1.0,1.0,0.0,29.201287403515625,57.313639416126975,3.83110373425828,0.0,85.14971298286119,469.0,1419.0,46.91079495518763
45.0,6.0,0.0,1.0,1.0,0.0,0.0,31.94612966276893,54.58100875611452,5.638891045936774,0.0,107.37346617745803,505.0,1396.0,28.033305938363196
194.0,4.0,2.0,1.0,0.0,0.0,1.0,31.957604081278436,41.07454014696036,4.716890998764747,1.0,82.35945317585143,462.0,1431.0,26.332902733474683
63.0,1.0,0.0,1.0,0.0,1.0,0.0,28.79586072800332,61.75545829890508,5.4085123483774264,1.0,115.03805236065396,492.0,1341.0,24.88449539018533
50.0,1.0,2.0,1.0,0.0,1.0,0.0,31.101306800364203,54.74194612687043,4.868961593001004,0.0,59.295195187489924,357.0,1406.0,21.49503224030623
99.0,4.0,0.0,0.0,0.0,0.0,0.0,28.780521369911213,72.98659734164336,5.1076798697266055,0.0,122.43706378853696,326.0,1386.0,26.552719123461067
184.0,0.0,1.0,1.0,0.0,0.0,0.0,24.459682696585794,54.33330587489894,6.163485458031259,1.0,81.41335611795452,462.0,1383.0,27.01384145996547
27.0,1.0,2.0,1.0,0.0,1.0,1.0,32.0695897493889,58.413445041314134,3.8133584826349525,1.0,112.85445519735087,480.0,1343.0,31.645762650662157
131.0,3.0,1.0,1.0,0.0,1.0,0.0,26.90784749159543,59.50233490350915,5.3749779383397085,1.0,84.85200966203382,308.0,1357.0,22.130552588324335
117.0,5.0,1.0,1.0,1.0,1.0,1.0,28.606826770158783,55.538165667852205,3.110459269054469,1.0,139.25645268090918,394.0,1357.0,28.07469869070247
33.0,2.0,0.0,1.0,0.0,1.0,0.0,29.927469068705612,54.289952803604265,4.7366780973860365,0.0,91.9342099605376,345.0,1351.0,19.929814453284443
168.0,3.0,0.0,1.0,0.0,1.0,1.0,28.850452446041782,60.62502733249476,4.219525993674656,0.0,94.61627736637222,415.0,1345.0,14.56930777258318
194.0,5.0,2.0,1.0,1.0,0.0,1.0,32.96664821192705,66.23309806654603,4.506537183635984,0.0,91.10033357252281,422.0,1325.0,43.508481042667306
114.0,6.0,0.0,1.0,1.0,1.0,1.0,34.149435002616826,68.95193220027733,5.635171801681969,1.0,93.29175712611618,383.0,1399.0,37.06696957558568
58.0,3.0,1.0,1.0,0.0,1.0,0.0,31.20403088107437,81.82507024177087,4.63047838317777,1.0,104.09098792181491,311.0,1406.0,23.508482527242766
147.0,2.0,1.0,0.0,0.0,1.0,1.0,36.490969497674214,65.71193920567963,5.375251255618719,0.0,99.51290815478035,381.0,1389.0,30.71135179305932
150.0,1.0,2.0,0.0,0.0,1.0,1.0,30.1140104345046,61.200313267182615,5.613517972730417,0.0,79.5441486960319,506.0,1416.0,23.316886363394197
186.0,4.0,2.0,0.0,0.0,1.0,1.0,31.055264029781142,73.84442111685647,5.757455749317041,1.0,104.48903637119945,549.0,1436.0,30.235491513060772
79.0,1.0,1.0,1.0,0.0,1.0,1.0,27.335367733658256,46.369603414488786,4.327510526869716,0.0,54.30360855348856,524.0,1418.0,17.61849679515586
42.0,5.0,2.0,1.0,1.0,1.0,1.0,34.16493810430143,33.901582070170996,5.378568868094916,1.0,66.99017579924477,410.0,1333.0,34.74788574139256
84.0,6.0,0.0,1.0,1.0,0.0,1.0,26.02477058719186,70.73052159003127,6.047009174643314,0.0,94.09475534584621,463.0,1364.0,21.165233805587846
118.0,1.0,2.0,1.0,0.0,1.0,1.0,27.719552183226238,79.51034298020019,4.410021409585556,0.0,68.86836202680499,470.0,1395.0,22.859424195170437
64.0,0.0,0.0,1.0,0.0,1.0,1.0,29.035094846347853,80.76747983560841,5.381935452231553,1.0,108.60083294382139,506.0,1325.0,13.704789270896484
130.0,1.0,1.0,0.0,0.0,0.0,0.0,29.410950452745066,58.69084027230251,3.965045135467867,0.0,134.3151201601249,575.0,1372.0,28.859409975177158
43.0,1.0,2.0,1.0,0.0,1.0,0.0,32.748983024107446,63.46488475897993,5.998010109859652,1.0,42.07489243612621,593.0,1403.0,26.336579043711904
8.0,4.0,0.0,0.0,0.0,1.0,1.0,31.516281439874454,58.09317599236653,5.217432873179723,1.0,97.9431167372786,444.0,1345.0,14.866028266821683
76.0,6.0,0.0,0.0,1.0,1.0,0.0,33.31657779887395,71.8703030556038,5.638730222029185,0.0,77.13990174539033,368.0,1424.0,31.513177326195166
63.0,1.0,1.0,0.0,0.0,0.0,0.0,27.737172449941927,57.38033563681447,4.492320217534338,0.0,95.11686729418703,431.0,1421.0,29.820435841441785
82.0,2.0,1.0,0.0,0.0,0.0,0.0,33.86926958512612,57.38600075044877,5.120499958789301,0.0,79.42651333741833,512.0,1334.0,31.690576082238405
147.0,6.0,0.0,1.0,1.0,0.0,0.0,34.75912164047705,70.63565719386018,7.246128965936012,0.0,132.8403032027274,564.0,1322.0,35.04908544671317
72.0,4.0,1.0,1.0,0.0,1.0,1.0,25.107979897754205,61.709709715682195,2.5835482347875103,0.0,89.33792150270973,320.0,1342.0,24.583142330787645
25.0,4.0,2.0,1.0,0.0,0.0,0.0,29.520760078904352,52.46035411133324,4.719324923133226,0.0,109.23393836248424,326.0,1348.0,41.735237416863654
136.0,6.0,2.0,1.0,1.0,1.0,1.0,27.849401338927226,75.58679910088983,3.9413606506029186,1.0,101.26330918614347,373.0,1358.0,44.233132504152366
189.0,0.0,1.0,1.0,0.0,1.0,1.0,30.66684815237485,51.77378584510899,4.849658077419097,1.0,88.42073489611658,346.0,1332.0,20.318441968258078
118.0,6.0,1.0,0.0,1.0,1.0,1.0,27.894024936579733,53.37099082449052,3.5973947282003067,0.0,134.9915348637388,469.0,1391.0,31.583710294022186
68.0,2.0,0.0,1.0,0.0,1.0,0.0,34.52898737518812,64.35555848374813,5.8922636603701335,0.0,104.78954923411793,541.0,1388.0,16.089911815461964
108.0,6.0,0.0,1.0,1.0,0.0,0.0,26.064479615507494,61.442500228173905,3.9365983544821472,0.0,85.19906164354458,459.0,1330.0,27.212541074960832
153.0,4.0,0.0,1.0,0.0,1.0,0.0,25.890591061262768,76.7227923608685,5.922932182209408,1.0,133.55401628152882,540.0,1394.0,17.232058791460027
19.0,6.0,1.0,1.0,1.0,1.0,1.0,25.130862319602763,65.63345462505023,3.899220717163315,0.0,85.77402750478925,495.0,1332.0,26.20479776395676
160.0,4.0,2.0,0.0,0.0,1.0,1.0,30.10037631297691,76.89636997694697,5.870576215814242,1.0,76.54793486277367,429.0,1406.0,18.832659493599472
102.0,3.0,1.0,0.0,0.0,0.0,1.0,24.14664457545343,53.71071108811307,4.175031623067515,0.0,103.22879726575397,586.0,1366.0,20.84680412018039
121.0,5.0,1.0,0.0,1.0,1.0,1.0,25.75885650928506,73.14009474643899,3.785456510273593,1.0,53.28854551666744,578.0,1411.0,27.503513802140013
5.0,2.0,1.0,1.0,0.0,1.0,1.0,33.63929309993755,61.417169136399046,7.319329539981695,1.0,107.86635678788744,530.0,1351.0,20.66770452391141
142.0,5.0,1.0,1.0,1.0,0.0,0.0,29.54259049085837,52.140105394920504,3.668767046442222,0.0,75.59365245568449,479.0,1381.0,31.4065903727836
196.0,6.0,1.0,1.0,1.0,0.0,1.0,29.98178726538032,68.38490774451643,5.081829358547565,0.0,98.02220693617714,457.0,1407.0,38.8710625206901
180.0,2.0,2.0,1.0,0.0,0.0,0.0,30.78079667510318,48.12087191357935,4.646983943274438,1.0,114.24542979011756,580.0,1373.0,30.601128167171066
14.0,0.0,2.0,0.0,0.0,1.0,1.0,28.048760895870018,65.29693132905443,2.474281366397512,0.0,101.27913573821866,440.0,1436.0,24.697397388468456
79.0,3.0,0.0,1.0,0.0,0.0,1.0,26.844915335700893,55.8792754431621,5.301695134946041,1.0,101.2894882962024,445.0,1412.0,5.1226671682306435
134.0,3.0,2.0,1.0,0.0,0.0,0.0,34.59225249703109,72.18761851697317,4.786557129069792,1.0,129.81452273699904,566.0,1369.0,30.743337286010558
83.0,0.0,2.0,0.0,0.0,0.0,0.0,28.988742086645882,56.32775784045007,4.293243242781823,0.0,110.97059717069548,396.0,1323.0,25.387836569942607
40.0,3.0,2.0,0.0,0.0,0.0,0.0,28.221516187861532,54.92667224611454,5.950538007928444,1.0,108.50658120953187,362.0,1420.0,29.35746259572097
7.0,4.0,2.0,0.0,0.0,1.0,1.0,32.9681083148464,65.41462728204787,5.7591551603026465,1.0,95.34656182960003,529.0,1398.0,19.767610286877858
58.0,4.0,1.0,1.0,0.0,0.0,0.0,27.01768130087342,59.69061002844376,3.039841991706168,1.0,141.21117233232104,555.0,1374.0,23.052016965706038
180.0,1.0,2.0,0.0,0.0,1.0,1.0,31.661499995344638,62.84889892572199,5.207093862232951,0.0,105.82899846423612,428.0,1321.0,21.346590180981096
97.0,3.0,0.0,1.0,0.0,1.0,1.0,32.42678760141389,52.89547450165048,4.981650979095893,1.0,126.23567800415151,513.0,1391.0,16.83228583148986
69.0,6.0,0.0,1.0,1.0,1.0,0.0,29.229136528939502,53.956609284366884,4.924182604181786,1.0,104.73922831424085,408.0,1370.0,27.725898420557733
133.0,2.0,0.0,1.0,0.0,0.0,1.0,25.95862113141091,50.28385961489349,6.200413907944426,0.0,86.86211442057208,327.0,1370.0,20.928520773314986
111.0,1.0,1.0,1.0,0.0,1.0,1.0,32.1568599319952,61.74018556620604,5.245733982921354,1.0,71.56378666516312,348.0,1355.0,27.506668259777435
105.0,5.0,1.0,0.0,1.0,0.0,1.0,32.88659806378535,59.471400457087,4.218979570735109,0.0,92.58987396620962,557.0,1437.0,34.15814153832234
11.0,3.0,1.0,1.0,0.0,0.0,0.0,29.916987997217216,49.55190805978967,3.0336434106239984,1.0,77.7104834625731,512.0,1363.0,23.15510277445039
113.0,2.0,1.0,1.0,0.0,0.0,0.0,26.362628163452317,71.3548501636277,4.650021872845583,0.0,110.98949584997469,317.0,1340.0,23.756544369082263
135.0,5.0,1.0,0.0,1.0,1.0,1.0,34.82203672805998,61.81021558703707,3.7031680520441537,0.0,105.89049484907711,568.0,1401.0,21.412521329296204
180.0,1.0,0.0,0.0,0.0,1.0,0.0,26.41170830452686,59.60261095193825,4.026250352041924,0.0,64.54779743368357,488.0,1416.0,10.504118060422662
157.0,2.0,2.0,1.0,0.0,0.0,1.0,30.23528819705593,72.89752754082745,5.6731813512699585,0.0,104.12495091475726,371.0,1320.0,18.974291038978617
3.0,3.0,0.0,0.0,0.0,1.0,1.0,30.735055786381402,58.025704613579606,3.7064642564063366,0.0,121.55907790211515,530.0,1410.0,12.426792253909264
164.0,4.0,0.0,1.0,0.0,1.0,1.0,26.6693298404712,63.124916802571384,5.319333189693386,1.0,71.00286869038189,542.0,1414.0,9.46845909385829
56.0,6.0,1.0,0.0,1.0,0.0,1.0,27.548443600173012,39.05879372336223,5.589056947405868,0.0,106.77441005739271,453.0,1356.0,28.030093183487892
119.0,4.0,0.0,0.0,0.0,1.0,0.0,28.76452153704324,54.357524013426115,5.184551303197037,1.0,114.6852183435345,553.0,1343.0,15.033108972080717
82.0,1.0,1.0,0.0,0.0,0.0,1.0,29.978871603225794,73.12408621742632,6.115902053365361,1.0,87.01468843848151,416.0,1350.0,20.40781517492183
183.0,4.0,1.0,0.0,0.0,0.0,0.0,33.91967238529304,59.17319314157301,4.878252491616716,0.0,112.35340736531498,417.0,1364.0,28.49124956888908
198.0,0.0,0.0,1.0,0.0,1.0,1.0,31.635365242766795,50.5658448499162,5.303780309490506,1.0,72.46616918723836,349.0,1322.0,12.361115678770304
109.0,0.0,2.0,0.0,0.0,0.0,0.0,32.314316975747474,55.33963498131758,3.4052969327332043,0.0,86.17365257966446,348.0,1340.0,18.881939845022345
100.0,1.0,0.0,1.0,0.0,1.0,1.0,30.29971663170723,61.4596160971315,4.535679655502533,0.0,93.07831165655183,330.0,1403.0,16.767414529743334
158.0,5.0,1.0,1.0,1.0,1.0,0.0,30.364515034205148,63.55022454421516,4.778886904711499,1.0,98.66942964895935,405.0,1408.0,36.22638918889215
